Symbol,Market Cap,Country,IPO Year,Volume,Sector,Industry
BST,764001978,United States,2014,167535,Finance,Finance Companies
INNV,763672801,United States,2021,10965,Health Care,Medical/Nursing Services
NEXA,760199860,Luxembourg,2017,102756,Basic Materials,Metal Mining
GHLD,760044652,,2020,3565,Finance,Finance: Consumer Services
MEI,758623768,United States,,395714,Technology,Electrical Products
AORT,758578276,United States,,194976,Health Care,Medical/Dental Instruments
ETNB,757897930,United States,2019,1225508,Health Care,Biotechnology: Pharmaceutical Preparations
GNE,756188192,United States,2011,262502,Utilities,Power Generation
GTN,756002238,United States,,675577,Industrials,Broadcasting
ASTE,754944627,United States,1986,146178,Industrials,Construction/Ag Equipment/Trucks
DCO,754778758,United States,,67370,Industrials,Military/Government/Technical
CTBI,751313322,United States,,33874,Finance,Major Banks
AMAL,750418107,United States,2018,188874,Finance,Commercial Banks
GOODO,749839351,United States,,10505,Real Estate,Real Estate Investment Trusts
SCVL,749102454,United States,1993,191134,Consumer Discretionary,Clothing/Shoe/Accessory Stores
HCI,748546030,United States,,127192,Finance,Property-Casualty Insurers
CBL,747868909,United States,2021,49389,Real Estate,Real Estate Investment Trusts
CHCT,747863754,United States,2015,158859,Real Estate,Real Estate Investment Trusts
BBSI,747681789,United States,1993,22183,Consumer Discretionary,Professional Services
PCT,747290162,United States,,1581458,Utilities,Environmental Services
BV,746928000,United States,2018,166960,Consumer Discretionary,Business Services
HUT,746034635,United States,,3583567,Finance,Finance: Consumer Services
AMCX,745703167,United States,,524529,Telecommunications,Cable & Other Pay Television Services
WEAV,745456138,United States,2021,289993,Technology,EDP Services
KELYA,744664771,United States,,193894,Consumer Discretionary,Professional Services
DIN,744198459,United States,,149528,Consumer Discretionary,Restaurants
NVRO,744022922,United States,2014,640068,Health Care,Medical/Dental Instruments
ASLE,742727736,United States,2019,260846,Consumer Discretionary,Industrial Specialties
RILYO,740717136,United States,,8679,Finance,Investment Managers
AC,740147810,United States,2015,5843,Finance,Investment Bankers/Brokers/Service
ETD,739880269,United States,,182426,Consumer Discretionary,Home Furnishings
HQH,739035563,United States,1987,182148,Finance,Finance Companies
KELYB,739020698,United States,,167,Consumer Discretionary,Professional Services
AMBC,737574844,United States,,805634,Finance,Property-Casualty Insurers
LC,736839728,United States,2014,1000010,Finance,Finance: Consumer Services
VALN,736806842,France,2021,1765,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRME,736744959,United States,2022,554496,Health Care, Medicinal Chemicals and Botanical Products 
DWACU,736170554,United States,2021,92,Technology,Computer Software: Programming Data Processing
BJRI,734986278,United States,,285876,Consumer Discretionary,Restaurants
ACCD,734878331,United States,2020,654593,Consumer Discretionary,Business Services
CENX,734617071,United States,1996,1023037,Industrials,Aluminum
MTTR,733584794,United States,2021,1649200,Technology,Computer Software: Prepackaged Software
SDA,733477870,Hong Kong,2021,417107,Finance,Blank Checks
RSKD,732250224,,2021,826643,Technology,EDP Services
BCX,731476046,United States,2011,270831,Finance,Finance/Investors Services
HCSG,731105100,United States,1983,565744,Health Care,Assisted Living Services
ATAT,730334612,China,2022,708599,Consumer Discretionary,Hotels/Resorts
IMTX,729898400,Germany,,271317,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SKYH,729678228,,2022,37189,Industrials,Military/Government/Technical
PHAR,729477450,Netherlands,,7556,Health Care,Biotechnology: Pharmaceutical Preparations
NKLA,729274087,United States,2018,77353453,Consumer Discretionary,Auto Manufacturing
HZO,728987116,United States,1998,133606,Consumer Discretionary,Auto & Home Supply Stores
NBR,728055954,Bermuda,1951,302490,Energy,Oil & Gas Production
AEHR,726894660,United States,1997,729732,Industrials,Electrical Products
CCRN,725513503,United States,2001,345320,Consumer Discretionary,Professional Services
RDUS,724947340,United States,,114501,Consumer Discretionary,Industrial Specialties
CNOBP,724641565,United States,,2030,Finance,Major Banks
IMXI,724536738,United States,2017,190117,Technology,Retail: Computer Software & Peripheral Equipment
CRON,724115772,Canada,,1781125,Health Care, Medicinal Chemicals and Botanical Products 
PBI,722958068,United States,,972999,Miscellaneous,Office Equipment/Supplies/Services
VVI,721509071,United States,,54168,Consumer Discretionary,Business Services
CYRX,720256277,United States,,293300,Health Care,Biotechnology: Pharmaceutical Preparations
ASIX,719932793,United States,2016,195114,Industrials,Major Chemicals
RPAY,719408248,United States,2018,1005597,Consumer Discretionary,Business Services
LFMDP,717377831,United States,,3114,Health Care,Medical/Nursing Services
WWW,716587474,United States,,1151484,Consumer Discretionary,Shoe Manufacturing
IRS,715423240,Argentina,,154173,Real Estate,Homebuilding
REX,713627684,United States,,166035,Industrials,Major Chemicals
KIDS,713445881,United States,2017,119805,Health Care,Medical/Dental Instruments
KRUS,712727888,United States,2019,71595,Consumer Discretionary,Restaurants
TCPC,710537347,United States,2012,481758,Finance,Finance/Investors Services
DRQ,708956519,United States,1997,221935,Industrials,Metal Fabrications
HFWA,708840854,United States,,177124,Finance,Banks
BANC,707712926,United States,,1937292,Finance,Major Banks
MAX,707518506,United States,2020,127369,Industrials,Industrial Machinery/Components
SES,706976038,United States,2021,358136,Consumer Discretionary,Auto Parts:O.E.M.
MGR,705924320,United States,2019,37168,Finance,Investment Managers
RDWR,705062191,Israel,1999,273202,Consumer Discretionary,Business Services
CLNE,704744309,United States,2007,7940704,Utilities,Natural Gas Distribution
QNST,704615458,United States,2010,322283,Consumer Discretionary,Business Services
RILY,702947290,United States,,1347358,Finance,Investment Managers
CNDT,701837327,United States,,982716,Technology,Retail: Computer Software & Peripheral Equipment
SOJC,700835625,United States,2017,22449,Utilities,Power Generation
HOUS,700493096,United States,2012,1046714,Finance,Real Estate
INN,700337357,United States,2011,1322225,Real Estate,Real Estate Investment Trusts
LANDO,698849619,United States,,12662,Real Estate,Real Estate Investment Trusts
VTOL,698806040,United States,,83527,Consumer Discretionary,Transportation Services
DLY,697131627,United States,2020,232640,Finance,Investment Managers
SBOW,695499834,United States,,2378431,Energy,Oil & Gas Production
BCYC,694864956,United Kingdom,2019,636493,Health Care,Biotechnology: Pharmaceutical Preparations
MBI,694474369,United States,1987,2435548,Finance,Property-Casualty Insurers
TIGR,693853906,China,2019,905091,Finance,Investment Bankers/Brokers/Service
TIPT,691630634,United States,,47960,Finance,Property-Casualty Insurers
HA,690856136,United States,,1943282,Consumer Discretionary,Air Freight/Delivery Services
BLX,689998600,Panama,1992,69075,Finance,Commercial Banks
PBT,689810181,United States,,225074,Energy,Oil & Gas Production
ULH,689698012,United States,2005,20909,Industrials,Trucking Freight/Courier Services
AIC,689661210,United States,2015,5635,Real Estate,Real Estate Investment Trusts
CRAI,688968854,United States,1998,22127,Consumer Discretionary,Other Consumer Services
CECO,688940147,United States,1998,140326,Industrials,Pollution Control Equipment
DMRC,688503163,United States,,83961,Technology,EDP Services
OSBC,686113026,United States,,106324,Finance,Major Banks
NXP,685607005,United States,1992,65212,Finance,Trusts Except Educational Religious and Charitable
GMRE,683186706,United States,2016,221175,Real Estate,Real Estate Investment Trusts
PRA,681969809,United States,,350221,Finance,Property-Casualty Insurers
OLMA,681884010,United States,2020,957518,Health Care,Biotechnology: Pharmaceutical Preparations
BITF,681776940,Canada,,30817925,Finance,Finance: Consumer Services
BYND,680906558,United States,2019,9431516,Consumer Staples,Packaged Foods
PFLT,680147849,United States,2022,389377,Finance,Finance/Investors Services
PDS,676676110,Canada,,97804,Energy,Oil & Gas Production
DRD,676108371,South Africa,,458587,Basic Materials,Precious Metals
HLVX,675696164,United States,2022,160210,Health Care,Biotechnology: Pharmaceutical Preparations
PLOW,675039052,United States,2010,54324,Industrials,Construction/Ag Equipment/Trucks
YEXT,674957762,United States,2017,961507,Technology,EDP Services
BIGC,674155708,United States,2020,525773,Technology,Computer Software: Prepackaged Software
DCOMP,673542372,United States,,3334,Finance,Major Banks
DX,673511048,United States,,656951,Real Estate,Real Estate Investment Trusts
RILYM,672823162,United States,,26934,Finance,Investment Managers
METCB,672800156,United States,,92253,Energy,Coal Mining
DYN,672676554,United States,2020,344333,Health Care, Medicinal Chemicals and Botanical Products 
IIIN,671755253,United States,,105342,Industrials,Steel/Iron Ore
EYPT,670879208,United States,,688360,Industrials,Biotechnology: Laboratory Analytical Instruments
SANA,670252907,United States,2021,996615,Health Care, Medicinal Chemicals and Botanical Products 
MYE,668618158,United States,1983,269266,Industrials,Plastic Products
THRY,667432023,United States,,118564,Industrials,Industrial Machinery/Components
LZM,667116232,Isle of Man,,17679,Basic Materials,Metal Mining
KIND,666271168,United States,,3515637,Technology,Computer Software: Programming Data Processing
ATEX,665009621,United States,2015,82254,Telecommunications,Telecommunications Equipment
TVTX,664289146,United States,,1412146,Health Care,Biotechnology: Pharmaceutical Preparations
BTDR,662167170,Singapore,,632706,Technology,EDP Services
FOSLL,661216979,United States,,2028,Consumer Discretionary,Consumer Specialties
AAOI,660269619,United States,2013,2353219,Technology,Semiconductors
CRNC,659815345,United States,,410819,Technology,EDP Services
IIIV,658309010,United States,2018,136302,Consumer Discretionary,Business Services
UAN,657537118,United States,2011,150799,Industrials,Agricultural Chemicals
OTLY,657475115,Sweden,2021,2352823,Consumer Staples,Packaged Foods
FCBC,657278404,United States,,22291,Finance,Major Banks
TILE,657189887,United States,,316132,Consumer Discretionary,Home Furnishings
SMR,656982954,United States,2022,2221357,Industrials,Electrical Products
EXAI,656606400,United Kingdom,2021,686061,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LXU,656460487,United States,2003,406118,Industrials,Major Chemicals
APPS,655460230,United States,,9135524,Miscellaneous,Multi-Sector Companies
TDCX,655031620,,2021,66153,Technology,EDP Services
MATV,653660201,United States,,517426,Basic Materials,Paper
ABVX,653251177,France,2023,117104,,
PL,652910911,United States,2021,1496995,Industrials,Aerospace
SOJD,652586375,United States,2020,45635,Utilities,Power Generation
PGY,652404300,Israel,,4375042,Finance,Finance: Consumer Services
AOSL,651824863,Bermuda,2010,157945,Technology,Semiconductors
AVO,651287504,United States,2020,70206,Consumer Staples,Farming/Seeds/Milling
GSL,650699200,United Kingdom,,373384,Consumer Discretionary,Marine Transportation
RVNC,650697887,United States,2014,1075534,Health Care,Biotechnology: Pharmaceutical Preparations
DWAC,650655793,United States,2021,178472,Technology,Computer Software: Programming Data Processing
LDI,648556582,United States,2021,240490,Finance,Finance: Consumer Services
AVXL,647662572,United States,,850717,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMRK,647586454,United States,,360575,Finance,Investment Bankers/Brokers/Service
SMRT,646032751,United States,,1052015,Technology,EDP Services
VTS,645988762,United States,2023,310479,Energy,Oil & Gas Production
GSBC,644967059,United States,1989,14702,Finance,Major Banks
ZYME,643318261,United States,,336120,Health Care,Biotechnology: Pharmaceutical Preparations
TRIN,642608726,United States,2021,327425,Finance,Finance/Investors Services
LASR,640066527,United States,2018,142007,Technology,Semiconductors
ALXO,638178982,United States,2020,712368,Health Care,Biotechnology: Pharmaceutical Preparations
EAF,636883592,United States,2018,1832541,Energy,Industrial Machinery/Components
PKST,634912275,United States,2023,206433,Real Estate,Real Estate Investment Trusts
EVLV,634765412,United States,2020,683965,Technology,Computer peripheral equipment
ADPT,634104649,United States,2019,1354049,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PSFE,632919100,,2021,528440,Consumer Discretionary,Business Services
NYAX,632172800,Israel,,865,,
VMEO,631923121,United States,,1226165,Technology,Computer Software: Prepackaged Software
TK,631859766,Bermuda,,456046,Consumer Discretionary,Marine Transportation
NVAX,630776079,United States,,8185715,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HBT,630394899,United States,2019,31499,Finance,Major Banks
KAMN,629552347,United States,,133040,Industrials,Military/Government/Technical
GNK,628721469,United States,,605538,Consumer Discretionary,Marine Transportation
EU,628519847,,2023,825614,Basic Materials,Other Metals and Minerals
CCAP,627451991,United States,,87005,Finance,Finance: Consumer Services
HAYN,627111033,United States,2007,42031,Industrials,Steel/Iron Ore
VITL,626530081,United States,2020,308341,Consumer Staples,Packaged Foods
NFGC,626024590,,2021,315033,,
APLD,625045441,United States,2022,2024469,Finance,Investment Bankers/Brokers/Service
CNTA,624827808,United Kingdom,2021,100454,Health Care,Biotechnology: Pharmaceutical Preparations
VMO,624500743,United States,,247645,Finance,Trusts Except Educational Religious and Charitable
ARCT,623722569,Israel,2013,294629,Health Care,Biotechnology: Pharmaceutical Preparations
FLWS,623671875,United States,1999,232367,Consumer Discretionary,Other Specialty Stores
CHUY,622089599,United States,2012,80481,Consumer Discretionary,Restaurants
CUBB,620538524,United States,2019,945,Finance,Major Banks
MOV,619344309,United States,,176960,Consumer Discretionary,Consumer Specialties
FDMT,618217157,United States,2020,200993,Health Care,Biotechnology: Pharmaceutical Preparations
TRMR,617690895,Israel,2021,20508,Technology,Computer Software: Programming Data Processing
ZEUS,617522105,United States,1994,108069,Industrials,Metal Fabrications
NEWTI,617436934,United States,,434,Finance,Major Banks
PLPC,616626029,United States,,8636,Industrials,Water Sewer Pipeline Comm & Power Line Construction
ATRI,612458125,United States,,7094,Health Care,Medical/Dental Instruments
IGIC,612332625,Jordan,2018,51868,Finance,Property-Casualty Insurers
KE,611935995,United States,,68529,Technology,Industrial Machinery/Components
NEWTL,609795998,United States,,3188,Finance,Major Banks
HCKT,606306795,United States,,65871,Consumer Discretionary,Professional Services
SSP,605882064,United States,,272258,Industrials,Broadcasting
NVRI,605138499,United States,,646855,Miscellaneous,Diversified Commercial Services
FPI,604251800,United States,2014,1846455,Real Estate,Real Estate Investment Trusts
ANTX,604048748,United States,2022,75121,Health Care,Biotechnology: Pharmaceutical Preparations
MBWM,603164325,United States,1998,27596,Finance,Major Banks
VERA,602066405,United States,2021,372070,Health Care,Biotechnology: Pharmaceutical Preparations
CLCO,597552560,,2023,337669,,
PRM,597386605,Luxembourg,2021,1170113,Consumer Discretionary,Newspapers/Magazines
TARS,596545108,United States,2020,344900,Health Care, Medicinal Chemicals and Botanical Products 
SLRN,594744308,United States,2023,766203,Health Care,Biotechnology: Pharmaceutical Preparations
ZH,593555626,China,2021,11927843,Consumer Discretionary,Business Services
CIFR,593357968,United States,2020,3244040,Finance,Investment Bankers/Brokers/Service
SSSSL,593160228,United States,,1484,Finance,Finance: Consumer Services
RILYK,593001869,United States,,32902,Finance,Investment Managers
UHT,592732513,United States,,45454,Real Estate,Real Estate Investment Trusts
RAPT,591958809,United States,2019,426087,Health Care,Biotechnology: Pharmaceutical Preparations
UVSP,591342885,United States,,68853,Finance,Major Banks
NEWTZ,591309862,United States,,414,Finance,Major Banks
RILYL,591197479,United States,,6696,Finance,Investment Managers
ESTA,590492989,Costa Rica,2018,424042,Health Care,Industrial Specialties
CALT,589232468,Sweden,2020,16326,Health Care,Biotechnology: Pharmaceutical Preparations
OABI,588165221,United States,2021,612739,Health Care,Biotechnology: Pharmaceutical Preparations
CFB,588112339,United States,2019,71410,Finance,Major Banks
SFWL,587945200,China,2023,193235,Industrials,Trucking Freight/Courier Services
CRESY,587915890,Argentina,1997,614451,Finance,Real Estate
OPINL,587508426,United States,,61525,Finance,Real Estate
GGR,586080000,Taiwan,,275944,Consumer Discretionary,Auto Manufacturing
TITN,585629789,United States,2007,273226,Consumer Discretionary,Other Specialty Stores
MGRB,585565576,United States,2020,25520,Finance,Investment Managers
RICK,584591857,United States,1995,35797,Consumer Discretionary,Restaurants
HDSN,584250559,United States,,311683,Consumer Discretionary,Industrial Specialties
EFSCP,583963869,United States,,2704,Finance,Major Banks
NDMO,583353946,,2020,346600,Finance,Trusts Except Educational Religious and Charitable
CLW,580710806,United States,,78658,Basic Materials,Paper
GRABW,579285711,Singapore,,59101,Consumer Discretionary,Business Services
CRGX,578927984,United States,2023,105894,,
CION,578832531,United States,2021,394240,Finance,Finance/Investors Services
BALY,578493110,United States,2019,452072,Consumer Discretionary,Hotels/Resorts
CASS,577850825,United States,,35755,Consumer Discretionary,Business Services
AIO,577271739,,2019,330879,Finance,Finance/Investors Services
WSR,577175348,United States,2010,347138,Real Estate,Real Estate Investment Trusts
TNP,575445000,Greece,2002,368835,Consumer Discretionary,Marine Transportation
DHC,574676334,United States,,972103,Real Estate,Real Estate Investment Trusts
GEGGL,574098384,United States,,50,Finance,Finance: Consumer Services
NGL,573883942,United States,2011,489034,Utilities,Natural Gas Distribution
AGX,572431845,United States,,108186,Consumer Discretionary,Engineering & Construction
EBF,572348342,United States,,70208,Consumer Discretionary,Office Equipment/Supplies/Services
ECC           ,572047601,United States,2014,902411,Finance,Trusts Except Educational Religious and Charitable
NNDM,571448865,Israel,,1766816,Technology,Electrical Products
SVRA,571139121,United States,,1189971,Health Care,Biotechnology: Pharmaceutical Preparations
HEPS,570497008,Turkey,2021,1179894,Consumer Discretionary,Catalog/Specialty Distribution
CGC,568005220,Canada,,22960827,Health Care,Pharmaceuticals and Biotechnology
CCB,567349450,United States,2018,32801,Finance,Major Banks
NR,566687166,United States,,781645,Industrials,Metal Fabrications
RILYN,566394771,United States,,30313,Finance,Investment Managers
FDUS,565654964,United States,2011,327221,Finance,Finance/Investors Services
MODV,565338202,United States,2003,108942,Consumer Discretionary,Transportation Services
NIE,565262886,United States,2007,56853,Finance,Investment Managers
HSII,564428159,United States,1999,151238,Consumer Discretionary,Diversified Commercial Services
FRPH,564172001,United States,,8375,Finance,Real Estate
TTI,563242819,United States,,965884,Energy,Oil & Gas Production
ACRE,561978992,United States,2012,608623,Real Estate,Real Estate Investment Trusts
TYRA,561916648,United States,2021,60326,Health Care,Biotechnology: Pharmaceutical Preparations
EOLS,561791597,United States,2018,534284,Health Care,Biotechnology: Pharmaceutical Preparations
DESP,561510000,Argentina,2017,187912,Consumer Discretionary,Transportation Services
NPK,560997458,United States,,18247,Industrials,Ordnance And Accessories
RFI,559688973,United States,1993,84748,Finance,Investment Managers
ALEC,559506934,United States,2019,534586,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BLFS,559197789,United States,,203290,Health Care,Medical/Dental Instruments
FCEL,558776653,United States,,13244800,Energy,Industrial Machinery/Components
LWLG,558719616,United States,,647476,Industrials,Containers/Packaging
TMCI,558166542,United States,2021,1172834,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MCBS,557558600,United States,2019,38565,Finance,Major Banks
HAFC,556521409,United States,,152351,Finance,Major Banks
DENN,556335453,United States,,445676,Consumer Discretionary,Restaurants
BFST,556051046,United States,,25490,Finance,Major Banks
FRGE,555614136,United States,2021,272724,Technology,Computer Software: Prepackaged Software
MERC,554817382,Canada,,320106,Basic Materials,Paper
CWCO,554625682,Cayman Islands,,117397,Utilities,Water Supply
SWBI,554061721,United States,,712233,Industrials,Ordnance And Accessories
YORW,553965715,United States,,28396,Utilities,Water Supply
SLN,553834190,United Kingdom,,427070,Health Care,Biotechnology: Pharmaceutical Preparations
MLAB,553298922,United States,,45941,Industrials,Industrial Machinery/Components
STKL,553183969,Canada,,1045539,Industrials,Farming/Seeds/Milling
KRNY,553099633,United States,2005,223241,Finance,Savings Institutions
TRST,552089046,United States,,103194,Finance,Major Banks
SNPO,551784148,United States,2021,41803,Consumer Discretionary,Electronics Distribution
CVLG,551530911,United States,,31504,Industrials,Trucking Freight/Courier Services
HTBK,550503387,United States,,184360,Finance,Major Banks
VTEX,550129200,United Kingdom,2021,236883,Technology,Computer Software: Prepackaged Software
LEGH,549303268,United States,2018,29023,Consumer Discretionary,Homebuilding
ASC,548151320,,2013,621693,Consumer Discretionary,Marine Transportation
MGRD,547023730,United States,2021,23677,Finance,Investment Managers
NMCO,546619311,,2019,371532,Finance,Finance/Investors Services
TXO,544890000,,2023,61427,Energy,Oil & Gas Production
PGRU,544643000,,2022,17296,Technology,EDP Services
RNW,544281364,United Kingdom,,432291,Industrials,Environmental Services
WW,542495777,United States,,3568808,Consumer Discretionary,Other Consumer Services
EHAB,539895749,United States,2022,467831,Health Care,Hospital/Nursing Management
TBPH,539808867,Cayman Islands,,330656,Health Care,Biotechnology: Pharmaceutical Preparations
IIM,539404311,United States,,152426,Finance,Investment Managers
IRMD,538132082,United States,2014,39870,Health Care,Medical/Dental Instruments
CSTL,537941855,United States,2019,309281,Health Care,Medical Specialities
CSSEN,537892194,United States,,2130,Consumer Discretionary,Movies/Entertainment
MSBI,537599313,United States,2016,37648,Finance,Major Banks
MGNX,537175011,United States,2013,607794,Health Care,Biotechnology: Pharmaceutical Preparations
OSUR,537170028,United States,,618384,Health Care,Medical/Dental Instruments
DCGO,536105058,United States,2020,536911,Health Care,Managed Health Care
RILYG,534588585,United States,,35971,Finance,Investment Managers
SMBC,534174089,United States,,13049,Finance,Banks
EFXT,534129667,Canada,2022,11015,Consumer Staples,Meat/Poultry/Fish
FOF,533645500,United States,2006,53891,Finance,Investment Managers
LQDT,533311277,United States,2006,236573,Consumer Discretionary,Business Services
UFCS,533098906,United States,,107005,Finance,Property-Casualty Insurers
DXPE,531233370,United States,,75483,Industrials,Industrial Machinery/Components
PETQ,531162693,United States,2017,138579,Health Care,Other Pharmaceuticals
ATRO,530489671,United States,,152481,Industrials,Military/Government/Technical
FC,530081490,United States,,34041,Consumer Discretionary,Professional Services
HBNC,529368588,United States,,316239,Finance,Major Banks
ISPR,528579982,United States,2023,99640,Health Care, Medicinal Chemicals and Botanical Products 
HVT,528238942,United States,,66078,Consumer Discretionary,Other Specialty Stores
NOA,527858812,Canada,2006,34810,Energy,Oilfield Services/Equipment
AEF,527149875,United States,,174370,Finance,Finance/Investors Services
RNA,526118903,United States,2020,987784,Health Care,Biotechnology: Pharmaceutical Preparations
MITK,526103696,United States,,343149,Technology,Computer peripheral equipment
ITRN,525876500,Israel,2005,60149,Technology,Electronic Components
BWMX,525417024,Mexico,,32646,Consumer Discretionary,Catalog/Specialty Distribution
GOOD,524528007,United States,2003,135234,Real Estate,Real Estate
MTW,524521199,United States,,385894,Industrials,Construction/Ag Equipment/Trucks
MSBIP,522304871,United States,,3929,Finance,Major Banks
CEVA,522114242,United States,,127994,Technology,Semiconductors
BME,521454334,United States,2005,45124,Finance,Trusts Except Educational Religious and Charitable
RWAY,520544107,United States,2021,250369,,
VGM,518999934,United States,,111726,Finance,Trusts Except Educational Religious and Charitable
CDNA,518803445,United States,2014,1042974,Health Care,Medical Specialities
EGLE,518455307,United States,,1144711,Consumer Discretionary,Marine Transportation
CLDT,516927617,United States,2010,221258,Real Estate,Real Estate Investment Trusts
PLSE,516370063,United States,2016,264831,Health Care,Medical/Dental Instruments
CTLP,516364256,United States,,104649,Technology,EDP Services
OBE,516157568,Canada,2022,420468,,
CAC,516085957,United States,,32328,Finance,Major Banks
CURV,515308543,,2021,196162,Consumer Discretionary,Clothing/Shoe/Accessory Stores
HONE,514420451,United States,2016,74681,Finance,Major Banks
DAO,512908519,China,2019,211160,Real Estate,Other Consumer Services
SCWX,512797111,United States,2016,52142,Technology,Computer Software: Prepackaged Software
VKQ,512406869,United States,,160511,Finance,Trusts Except Educational Religious and Charitable
RILYT,511039774,United States,,47454,Finance,Investment Managers
ACCO,510700008,United States,,424170,Consumer Discretionary,Publishing
ATNI,509834162,United States,,59155,Telecommunications,Telecommunications Equipment
REPX,509633665,United States,1999,59378,Energy,Oil & Gas Production
EQBK,508014589,United States,,59039,Finance,Major Banks
CPF,507870714,United States,,197292,Finance,Major Banks
MXCT,507172398,United States,2021,3356302,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
GRVY,507061233,South Korea,2005,26434,Consumer Discretionary,Business Services
LND,506766190,Brazil,,77920,Consumer Staples,Farming/Seeds/Milling
RILYP,506146515,United States,,13060,Finance,Investment Managers
CNSL,505557855,United States,2005,382412,Telecommunications,Telecommunications Equipment
FSR,504800042,United States,2018,20610988,,
NRDY,504632687,United States,2020,453587,Technology,Computer Software: Prepackaged Software
HLLY,503909206,United States,2020,245088,Consumer Discretionary,Auto Parts:O.E.M.
VALU,503662496,United States,1983,2778,Finance,Investment Managers
SRG,502297655,United States,2015,460667,Finance,Real Estate
TSAT,502192417,Canada,,35084,Industrials,Metal Fabrications
MCB,500920369,United States,2017,85059,Finance,Major Banks
BROG,500816703,United Kingdom,2018,1618,Energy,Integrated oil Companies
STEM,500425008,United States,2020,3255227,Technology,Computer Software: Prepackaged Software
FTHY,500112650,United States,2020,128665,Finance,Investment Managers
WASH,499859410,United States,,50604,Finance,Major Banks
CRBU,499635918,United States,2021,1477453,Health Care, Medicinal Chemicals and Botanical Products 
BRY,499400722,United States,2018,1088110,Energy,Oil & Gas Production
PRTC,498710259,United States,,403,Health Care,Biotechnology: Pharmaceutical Preparations
GPRO,498692040,United States,2014,2784043,Consumer Discretionary,Industrial Machinery/Components
LAND,497437575,United States,2013,208685,Real Estate,Real Estate Investment Trusts
NFBK,497214665,United States,2007,134289,Finance,Savings Institutions
VEL,496646785,United States,2020,27869,Finance,Finance: Consumer Services
SPRY,496305793,United States,2020,285996,Health Care,Biotechnology: Pharmaceutical Preparations
LYEL,493663177,United States,2021,1103678,Health Care,Biotechnology: Pharmaceutical Preparations
IQI,490761636,United States,,198460,Finance,Finance Companies
SRDX,489656040,United States,1998,28111,Health Care,Medical/Dental Instruments
FMNB,488862767,United States,,50180,Finance,Major Banks
ADTN,487933794,United States,1994,772303,Utilities,Telecommunications Equipment
ABL,487793637,United States,2020,230100,Finance,Investment Managers
SD,487750187,United States,2016,528264,Energy,Oil & Gas Production
CATC,487574737,United States,,22957,Finance,Major Banks
BOC,487418897,United States,2022,98582,Finance,Real Estate
PSNYW,487185608,Sweden,,52907,Consumer Discretionary,Auto Manufacturing
OPFI,486943952,,2020,613376,Finance,Finance: Consumer Services
SOUN,486440857,United States,,8382659,Technology,EDP Services
BWBBP,486176697,United States,,1063,Finance,Major Banks
BMEA,484527516,United States,2021,2961569,Health Care,Biotechnology: Pharmaceutical Preparations
CCBG,484261569,United States,,19035,Finance,Major Banks
ML,484071946,United States,2020,176118,Technology,Retail: Computer Software & Peripheral Equipment
CVRX,483130888,United States,2021,99365,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LBC,483130498,United States,2017,31389,Finance,Major Banks
DGICA,483058975,United States,,23521,Finance,Property-Casualty Insurers
TBLD,479944970,United States,2021,182323,Finance,Investment Managers
CCSI,479797680,United States,,128938,Technology,Retail: Computer Software & Peripheral Equipment
NBN,479382133,United States,,15289,Finance,Major Banks
DHIL,479287879,United States,,16090,Finance,Investment Managers
DBI,478737675,United States,,1691013,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BWMN,478276627,United States,2021,49266,Consumer Discretionary,Military/Government/Technical
SFIX,477458246,United States,2017,1375045,Consumer Discretionary,Catalog/Specialty Distribution
FORR,476550030,United States,1996,146454,Consumer Discretionary,Diversified Commercial Services
LILM,475830900,Germany,,4565427,Industrials,Aerospace
CVGW,474930771,United States,,80812,Consumer Discretionary,Specialty Foods
UVE,474269380,United States,,116017,Finance,Property-Casualty Insurers
GAIN,473861537,United States,2005,115204,Finance,Finance/Investors Services
EZPW,473849766,United States,1991,244981,Consumer Discretionary,Other Specialty Stores
GPRK,472934000,Bermuda,2014,353231,Energy,Oil & Gas Production
RGP,472442721,United States,,223468,Consumer Discretionary,Business Services
BKKT,472422680,United States,,2038819,Technology,Computer Software: Prepackaged Software
THFF,472414480,United States,,34712,Finance,Major Banks
ORIC,471868659,United States,2020,283566,Health Care,Biotechnology: Pharmaceutical Preparations
BLW,471388540,United States,2003,146717,Consumer Discretionary,Other Consumer Services
TRTX,471072803,United States,2017,562997,Real Estate,Real Estate Investment Trusts
RILYZ,470976213,United States,,57812,Finance,Investment Managers
ODC,470815357,United States,,44549,Consumer Discretionary,Miscellaneous manufacturing industries
OLP,470186223,United States,1986,44049,Real Estate,Real Estate Investment Trusts
LQDA,469915784,United States,2018,1372417,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
